Code,Name,U_Status,U_Address,U_ComCode,U_ComName,WarehouseHO,RegionCode,RegionName,AreaCode,AreaName,Provinces,Xvalue,Yvalue,ShopType
30414,THA Tiểu Khu 3,A,"Tiểu Khu 3, Thị Trấn Tĩnh Gia, Huyện Tĩnh Gia, Tỉnh Thanh Hóa, Việt Nam",090405,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI THANH HÓA,11001,00003,Miền Bắc 2,00210,Miền Bắc 2-KV5,Thanh Hóa,19.450524,105.780995,D
30230,HDG Phố Ghẽ,A,"Phố Ghẽ, Thôn Tràng Kỹ, Xã Tân Trường, Huyện Cẩm Giàng, Tỉnh Hải Dương, Việt Nam",090203,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HẢI DƯƠNG,11001,00003,Miền Bắc 2,00461,Miền Bắc 2-KV10,Hải Dương,20.938053,106.214689,A
30605,KHA 77-79 Thống Nhất,A,"77-79 Thống Nhất, Phường Vạn Thắng, TP Nha Trang, Tỉnh Khánh Hòa, Việt Nam",090650,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI KHÁNH HÒA,11000,00005,Miền Trung,00422,Miền Trung-KV9,Khánh Hòa,12.252118,109.190069,A
30415,THA Số 1 Cổng Chợ Lèn,A,"Số 01 Đường cổng chợ Đò Lèn, Tiểu khu 02, TT Hà Trung, huyện  Hà Trung, tỉnh Thanh Hóa",090405,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI THANH HÓA,11001,00003,Miền Bắc 2,00374,Miền Bắc 2-KV0,Thanh Hóa,19.981970,105.844140,B
30921,HUG Số 2 Ngô Quốc Trị,A,"Số 2, đường Ngô Quốc Trị, Phường V, Thành phố Vị Thanh, Tỉnh Hậu Giang, Việt Nam",090964,CHI NHÁNH HẬU GIANG - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00204,Miền Tây Nam Bộ,00257,Miền Tây NB 5,Hậu Giang,9.782979,105.471077,D
30416,THA 240 Khu Phố 2,A,"Số 240, Khu phố 2, Thị trấn Kim Tân, Huyện Thạch Thành, Tỉnh Thanh Hóa",090405,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI THANH HÓA,11001,00003,Miền Bắc 2,00236,Miền Bắc 2-KV6,Thanh Hóa,20.128712,105.668950,C
30711,DAG 07 Nguyễn Văn Thoại,A,"07-09 Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà, Thành Phố Đà Nẵng, Việt Nam",090704,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI ĐÀ NẴNG,11000,00005,Miền Trung,00182,Miền Trung-KV4,Đà Nẵng,16.053593,108.237020,A
30857,HCM 7 Lê Đại Hành,A,"Số 7 Lê Đại Hành, Phường 15, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",090800,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00007,Hồ Chí Minh,00458,Hồ Chí Minh-KV8,Hồ Chí Minh,10.768957,106.652645,B
30858,TNH 3427 Quốc lộ 22,A,"Số 3427, Quốc Lộ 22, Ấp Suối Sâu, Xã An Tịnh, Huyện Trảng Bàng, Tỉnh Tây Ninh, Việt Nam",090823,CHI NHÁNH TÂY NINH - CÔNG TY  CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00205,Miền Đông Nam Bộ,00382,Miền Đông NB 6,Tây Ninh,11.018343,106.402594,B
30234,VPC 11 Trần Phú,A,"Số nhà 11-13 Đường Trần Phú, Phường Liên Bảo, Thành Phố Vĩnh Yên, Tỉnh Vĩnh Phúc, Việt Nam",090251,CHI NHÁNH VĨNH PHÚC - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11001,00002,Miền Bắc 1,00442,Miền Bắc 1-KV10,Vĩnh Phúc,21.313965,105.596955,B
30235,HNI 2 Núi Đôi,A,"Số 2, đường Núi Đôi, Thị Trấn Sóc Sơn, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",090201,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,11001,00006,Hà Nội,00180,Hà Nội-KV4,Hà Nội,21.257308,105.848139,B
30860,HCM 189 Nguyễn Sơn,A,"189-191 Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt nam",090800,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00007,Hồ Chí Minh,00458,Hồ Chí Minh-KV8,Hồ Chí Minh,10.782771,106.626612,B
30712,QNI 725 Quang Trung,A,"Số 725 Quang Trung, Phường Nguyễn Nghiêm, Thành Phố Quảng Ngãi, Tỉnh Quảng Ngãi, Việt Nam",090745,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI QUẢNG NGÃI,11000,00005,Miền Trung,00421,Miền Trung-KV8,Quảng Ngãi,15.113184,108.808709,B
30922,BTE 188B Đoàn Hoàng Minh,A,"Số 188B Đoàn Hoàng Minh, Khóm 2,  Phường 5, Thành Phố Bến Tre, Việt Nam",090931,CHI NHÁNH BẾN TRE - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00204,Miền Tây Nam Bộ,00145,Miền Tây NB 1,Bến Tre,10.237354,106.368924,D
30606,BTN 237 Thống Nhất,A,"237-239 đường Thống Nhất, thị trấn Phan Rí Cửu, Huyện Tuy Phong, Tỉnh Bình Thuận, Việt Nam",090616,CHI NHÁNH BÌNH THUẬN - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00205,Miền Đông Nam Bộ,00224,Miền Đông NB 4,Bình Thuận,11.172597,108.566675,D
30744,BDH 254 Nguyễn Thái Học,A,"254 Nguyễn Thái Học, Phường Ngô Mây, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",090727,CHI NHÁNH BÌNH ĐỊNH - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00005,Miền Trung,00355,Miền Trung-KV6,Bình Định,13.769781,109.217686,C
30743,BDH 669 Trần Hưng Đạo,A,"669 Trần Hưng Đạo, Phường Lê Hồng Phong, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",090727,CHI NHÁNH BÌNH ĐỊNH - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00005,Miền Trung,00355,Miền Trung-KV6,Bình Định,13.780296,109.222999,D
31294,BPC 5 Hùng Vương,A,"Số 5 Hùng Vương, Phường Tân Bình, Thành phố Đồng Xoài, Tỉnh Bình Phước, Việt Nam",090847,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00205,Miền Đông Nam Bộ,00144,Miền Đông NB 1,Bình Phước,11.528695,106.893981,C
31325,HNI 127 Phố Xốm - Chợ Xốm,A,"127 Phố Xốm, Phường Phú Lãm, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",090201,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,11001,00006,Hà Nội,00071,Hà Nội-KV3,Hà Nội,20.944374,105.756802,C
30157,SLA 16 Trần Huy Liệu - Mộc Châu,A,"16 Trần Huy Liệu, Thị Trấn Mộc Châu, Huyện Mộc Châu, Tỉnh Sơn La, Việt Nam ",090139,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,11001,00002,Miền Bắc 1,00192,Miền Bắc 1-KV6,Sơn La,20.846731,104.640617,D
31290,DNI 2 Bùi Trọng Nghĩa,A,"Số 2 Bùi Trọng Nghĩa, tổ 31, KP 3A, Phường Trảng Dài, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",090817,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00205,Miền Đông Nam Bộ,00224,Miền Đông NB 4,Đồng Nai,10.984639,106.864367,D
31291,HCM 784 Tỉnh Lộ 43 - Thủ Đức,A,"784 Tỉnh Lộ 43, Khu phố 3, Phường Bình Chiểu, Quận Thủ Đức, TP. Hồ Chí Minh, Việt Nam",090800,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00007,Hồ Chí Minh,00158,Hồ Chí Minh-KV4,Hồ Chí Minh,10.875005,106.731888,D
31327,HNI 299 Trung Kính - Tầng 1 Housing,A,"Tầng1, Tòa nhà Housing, 299 Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",090201,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,11001,00006,Hà Nội,00577,Hà Nội-KV8,Hà Nội,21.021779,105.790612,B
31293,BPC Khu Phố Tân An - Đồng Phú,A,"Khu phố Tân An, Thị trấn Tân Phú, Huyện Đồng Phú, Tỉnh Bình Phước, Việt Nam",090847,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00205,Miền Đông Nam Bộ,00144,Miền Đông NB 1,Bình Phước,11.445640,106.869085,D
30356,NDH 342 Trần Hưng Đạo,A,"Số 342,344,346 Đường Trần Hưng Đạo, Tổ 8, Phường Bà Triệu, Thành Phố Nam Định, Tỉnh Nam Định, Việt Nam",090348,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,11001,00003,Miền Bắc 2,00173,Miền Bắc 2-KV2,Nam Định,20.430288,106.172800,C
31298,HCM 408 Lê Trọng Tấn,A,"408 Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, TP. Hồ Chí Minh, Việt Nam",090800,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00007,Hồ Chí Minh,00458,Hồ Chí Minh-KV8,Hồ Chí Minh,10.808572,106.618149,C
30158,PTO 27 Ba Mỏ,A,"Số 27 Phố Ba Mỏ, Thị Trấn Thanh Sơn, Huyện Thanh Sơn, Tỉnh Phú Thọ, Việt Nam",090126,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,11001,00002,Miền Bắc 1,00442,Miền Bắc 1-KV10,Phú Thọ,21.207265,105.178601,B
30989,KGG 332 Nguyễn Trung Trực - Rạch Giá,A,"332A-334 Nguyễn Trung Trực, Khu Phố 4, P.Vĩnh Lạc, TP. Rạch Giá, Tỉnh Kiên Giang, Việt Nam",090925,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00204,Miền Tây Nam Bộ,00386,Miền Tây NB 7,Kiên Giang,9.998741,105.091132,D
30526,DLK 400 Lê Duẩn,A,"398 - 400 Lê Duẩn, Phường Ea Tam, TP. Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",090509,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI ĐÀ NẴNG,11000,00005,Miền Trung,00626,Miền Trung-KV10,Dak Lak,12.657100,108.027577,C
30299,HNI Project Team,A,"Lô B7.1.3 Khu công nghiệp Nam Thăng Long, P.Liên Mạc, Q.Bắc Từ Liêm, TP.Hà Nội, Việt Nam",090201,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,11001,00006,Hà Nội,00240,Hà Nội - KVBO,Hà Nội,21.011912,105.801262,A
30899,HCM Project team,A,"Số 20 Đường Cộng Hòa, Phường 12, Quận Tân Bình, TP HCM",090800,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00007,Hồ Chí Minh,00241,Hồ Chí Minh-KVBO,Hồ Chí Minh,10.7747555,106.6231773,NULL
30992,CMU 162 Quốc Lộ 1A - Tắc Vân,A,"162 - 163 Ấp 3, Xã Tắc Vân, Thành phố Cà Mau, Tỉnh Cà Mau, Việt Nam",090946,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00204,Miền Tây Nam Bộ,00337,Miền Tây NB 6,Cà Mau,9.175025,105.278158,D
30993,DTP 1B ĐT852 - Sa Đéc,A,"Số 1B, Đường ĐT852, Phường An Hòa, Thành phố Sa Đéc, Tỉnh Đồng Tháp, Việt Nam",090930,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00204,Miền Tây Nam Bộ,00167,Miền Tây NB 2,Đồng Tháp,10.320436,105.734912,D
30994,LAN 18 Ấp Bình Tả 2,A,"18 Ấp Bình Tả 2, Xã Đức Hòa Hạ, Huyện Đức Hòa, Tỉnh Long An, Việt Nam",090953,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00204,Miền Tây Nam Bộ,00414,Miền Tây NB 8,Long An,10.797820,106.470035,C
30518,GLI 847 Phạm Văn Đồng,A,"847 Phạm Văn Đồng, P. Yên Thế, TP. Pleiku, Tỉnh Gia Lai, Việt Nam",090514,CHI NHÁNH GIA LAI - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00005,Miền Trung,00253,Miền Trung-KV5,Gia Lai,14.030974,107.989010,D
30519,LDG 290 Bùi Thị Xuân,A,"290 Bùi Thị Xuân, Phường 02, TP. Đà Lạt, Tỉnh Lâm Đồng, Việt Nam",090519,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI LÂM ĐỒNG,11000,00005,Miền Trung,00177,Miền Trung-KV3,Lâm Đồng,11.954040,108.441339,C
30733,QNM Ngã 4 KCN Điện Nam,A,"Ngã 4 KCN Điện Nam - Điện Ngọc, P. Điện Ngọc, Thị xã Điện Bàn, Tỉnh Quảng Nam, Việt Nam",090755,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI QUẢNG NAM,11000,00005,Miền Trung,00395,Miền Trung-KV7,Quảng Nam,15.935404,108.254849,D
30962,BLU 522-524 QL1A- Hòa Bình,A,"522-524 Quốc Lộ 1A, Ấp Thị Trấn B, Thị trấn Hòa Bình, H. Hòa Bình, Tỉnh Bạc Liêu, Việt Nam",090935,CHI NHÁNH BẠC LIÊU - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00204,Miền Tây Nam Bộ,00337,Miền Tây NB 6,Bạc Liêu,9.281435,105.624755,D
31251,HCM 667A Lê Văn Việt,A,"667A Lê Văn Việt, Tổ 5, Khu phố 6, P. Tân Phú, Quận 9, TP Hồ Chí Minh, Việt Nam",090800,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00007,Hồ Chí Minh,00158,Hồ Chí Minh-KV4,Hồ Chí Minh,10.849912,106.812148,B
31254,TNH 619 Cách Mạng Tháng Tám,A,"Số 619 Đường Cách Mạng Tháng Tám, khu phố 2, P. 3, TP Tây Ninh, Tỉnh Tây Ninh, Việt Nam",090823,CHI NHÁNH TÂY NINH - CÔNG TY  CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00205,Miền Đông Nam Bộ,00382,Miền Đông NB 6,Tây Ninh,11.308694,106.107968,B
30142,SLA Tiểu khu 5- Hát Lót,A,"Tiểu khu 5, Thị trấn Hát Lót, Huyện Mai Sơn, Tỉnh Sơn La, Việt Nam",090139,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI SƠN LA,11001,00002,Miền Bắc 1,00170,Miền Bắc 1-KV3,Sơn La,21.201143,104.100718,C
30297,HBH 1 Trương Hán Siêu,A,"Số 1 đường Trương Hán Siêu, tổ 1A, P. Tân Thịnh, TP. Hòa Bình, Việt Nam",090242,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÒA BÌNH,11001,00002,Miền Bắc 1,00187,Miền Bắc 1-KV4,Hòa Bình,20.827458,105.339589,C
30454,QTI 11 Trần Hưng Đạo,A,"11 Trần Hưng Đạo, Phường 1, TP. Đông Hà, Tỉnh Quảng Trị, Việt Nam",090443,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI QUẢNG TRỊ,11001,00003,Miền Bắc 2,00172,Miền Bắc 2-KV1,Quảng Trị,16.822241,107.099034,D
30455,NAN Khối 6 Con Cuông,A,"Khối 6, Thị Trấn Con Cuông, Huyện Con Cuông, Tỉnh Nghệ An, Việt Nam",090402,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI NGHỆ AN,11001,00003,Miền Bắc 2,00236,Miền Bắc 2-KV6,Nghệ An,19.052338,104.875732,D
30456,NAN Khối 6 Cầu Giát,A,"Khối 6, Thị trấn Cầu Giát, Huyện Quỳnh Lưu, Tỉnh Nghệ An, Việt Nam",090402,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI NGHỆ AN,11001,00003,Miền Bắc 2,00374,Miền Bắc 2-KV0,Nghệ An,19.142684,105.627239,D
30619,NTN 562-564 Thống Nhất,A,"562-564 Thống Nhất, P. Phủ Hà, TP. Phan Rang - Tháp Chàm, Tỉnh Ninh Thuận, Việt Nam",090659,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI NINH THUẬN,11000,00005,Miền Trung,00422,Miền Trung-KV9,Ninh Thuận,11.560576,108.989624,D
30620,BTN 535 - 537 Trần Hưng Đạo,A,"535-537 Trần Hưng Đạo, Thị trấn Thuận Nam, H. Hàm Thuận Nam, Tỉnh Bình Thuận, Việt Nam",090616,CHI NHÁNH BÌNH THUẬN - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00205,Miền Đông Nam Bộ,00224,Miền Đông NB 4,Bình Thuận,10.840698,107.861779,D
30734,DAG 197 Hùng Vương,A,"197 Hùng Vương, Phường Hải Châu 2, Quận Hải Châu, TP Đà Nẵng, Việt Nam",090704,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI ĐÀ NẴNG,11000,00005,Miền Trung,00176,Miền Trung-KV2,Đà Nẵng,16.067517,108.215743,C
30963,STG 159 Hai Bà Trưng,A,"159 Hai Bà Trưng, Phường 1, TP. Sóc Trăng, Tỉnh Sóc Trăng, Việt Nam",090920,CHI NHÁNH SÓC TRĂNG - CÔNG TY  CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00204,Miền Tây Nam Bộ,00337,Miền Tây NB 6,Sóc Trăng,9.605897,105.975445,C
30964,KGG 79 Nguyễn Văn Cừ,A,"79 Nguyễn Văn Cừ, khu phố 3, Thị trấn An Thới, H. Phú Quốc, Tỉnh Kiên Giang, Việt Nam",090925,CHI NHÁNH KIÊN GIANG - CÔNG TY  CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00204,Miền Tây Nam Bộ,00386,Miền Tây NB 7,Kiên Giang,10.018832,104.015294,C
30965,TGG 152 Lý Thường Kiệt,A,"Số 152 Lý Thường Kiệt, P.6, TP. Mỹ Tho, Tỉnh Tiền Giang, Việt Nam",090921,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI TIỀN GIANG,11000,00204,Miền Tây Nam Bộ,00145,Miền Tây NB 1,Tiền Giang,10.361196,106.352590,C
31253,BPC 32 Khu phố 2 - Chơn Thành,A,"Số 32, khu phố 2, Thị trấn Chơn Thành, H. Chơn Thành, Tỉnh Bình Phước, Việt Nam",090847,CHI NHÁNH BÌNH PHƯỚC - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00205,Miền Đông Nam Bộ,00144,Miền Đông NB 1,Bình Phước,11.418457,106.615305,C
31255,BDG 467 Cách Mạng Tháng 8,A,"Số 467 Cách Mạng Tháng Tám, P. Phú Cường, TP. Thủ Dầu Một, Tỉnh Bình Dương, Việt nam",090811,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI BÌNH DƯƠNG,11000,00205,Miền Đông Nam Bộ,00206,Miền Đông NB 3,Bình Dương,10.979691,106.654844,C
31257,HCM 375 Hồ Học Lãm,A,"375 Hồ Học Lãm, P.An Lạc, Q. Bình Tân, TP. Hồ Chí Minh, Việt Nam",090800,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00007,Hồ Chí Minh,00065,Hồ Chí Minh-KV2,Hồ Chí Minh,10.722866,106.610499,D
31258,HCM D1/1 QL 1A Bình Chánh,A,"D1/1 Quốc lộ 1A, Ấp 4, Xã Bình Chánh, H. Bình Chánh, TP. Hồ Chí Minh, Việt Nam",090800,CÔNG TY CỔ PHẦN BÁN LẺ KỶ THUẬT SỐ FPT,11000,00007,Hồ Chí Minh,00178,Hồ Chí Minh-KV5,Hồ Chí Minh,10.665638,106.570955,D
31259,BDG 63D Nguyễn Văn Tiết,A,"63D Nguyễn Văn Tiết, Khu phố Bình Hòa, P> Lái Thiêu,Thị Xã Thuận An, Tỉnh Bình Dương, Việt Nam",090811,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI BÌNH DƯƠNG,11000,00205,Miền Đông Nam Bộ,00179,Miền Đông NB 2,Bình Dương,10.920271,106.713123,D
31301,HBH KĐT Đông Dương - Lương Sơn,A,"Khu đô thị Đông Dương, tiểu khu 13, Thị trấn Lương Sơn, H. Lương Sơn, Tỉnh Hòa Bình, Việt Nam",090242,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÒA BÌNH,11001,00002,Miền Bắc 1,00187,Miền Bắc 1-KV4,Hòa Bình,20.871807,105.530476,D
31302,BNH Dabaco - Thuận Thành,A,"Khu nhà ở Dabaco, đường Âu Cơ, Thị trấn Hồ, H. Thuận Thành, Tỉnh Bắc Ninh, Việt Nam",090213,CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT - CHI NHÁNH BẮC NINH,11001,00002,Miền Bắc 1,00169,Miền Bắc 1-KV2,Bắc Ninh,21.053146,106.087409,B
31303,HNI Tầng 1 Chợ Bưởi,A,"Tầng 1, tòa nhà A, Chợ Bưởi, P. Bưởi, Q. Tây Hồ, TP. Hà Nội, Việt Nam",090201,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,11001,00006,Hà Nội,00580,Hà Nội-KV9,Hà Nội,21.048436,105.806540,A
31304,HNI Ngã Tư Kim Giang - Linh Đàm,A,"Thôn Thượng, Xã Thanh Liệt, Huyện Thanh Trì, TP. Hà Nội, Việt Nam",090201,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,11001,00006,Hà Nội,00515,Hà Nội-KV7,Hà Nội,20.970640,105.824276,D
31307,HNI Bắc Linh Đàm - Chợ Đại Từ,A,"TT6 Dãy M3, Ô số 01, Khu nhà ở Bắc Linh Đàm, P. Đại Kim, Q. Hoàng Mai, TP Hà Nội, Việt Nam",090201,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,11001,00006,Hà Nội,00036,Hà Nội-KV1,Hà Nội,20.969546,105.830139,B
30346,HPG 283 Trường Chinh - Kiến An,A,"283 Trường Chinh, P. Quán Trữ, Q. Kiến An, TP. Hải Phòng, Việt Nam",090306,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HẢI PHÒNG,11001,00003,Miền Bắc 2,00374,Miền Bắc 2-KV0,Hải Phòng,20.832788,106.660044,D
30347,TBH 406 Lý Bôn,A,"406 Lý Bôn, P. Trần Hưng Đạo, TP. Thái Bình, Tỉnh Thái Bình, Việt Nam",090315,CHI NHÁNH THÁI BÌNH - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11001,00003,Miền Bắc 2,00210,Miền Bắc 2-KV5,Thái Bình,20.440584,106.339298,D
30457,HTH Khối 4 Bắc Hồng - Hồng Lĩnh,A,"Tại nhà bà Chu Thị Minh, Khối 4, P. Bắc Hồng, Thị xã Hồng Lĩnh, Tỉnh Hà Tĩnh, Việt Nam",090460,CHI NHÁNH HÀ TĨNH - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11001,00003,Miền Bắc 2,00173,Miền Bắc 2-KV2,Hà Tĩnh,18.530043,105.705475,C
30458,NAN Khối Tây Hồ 1,A,"Khối Tây Hồ 1, P. Quang Tiến, Thị Xã Thái Hòa, Tỉnh Nghệ An, Việt Nam",090402,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI NGHỆ AN,11001,00003,Miền Bắc 2,00236,Miền Bắc 2-KV6,Nghệ An,19.323913,105.420180,D
30621,BTN 34-36 Trần Quý Cáp,A,"34-36 Trần Quý Cáp, KP6, P. Đức Long, TP. Phan Thiết, Tỉnh Bình Thuận, Việt Nam",090616,CHI NHÁNH BÌNH THUẬN - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00205,Miền Đông Nam Bộ,00224,Miền Đông NB 4,Bình Thuận,10.919066,108.085710,D
30622,BTN 278 Đường 3/2 TT Đức Tài,A,"278 Đường 3/2, Thị trấn Đức Tài, H. Đức Linh, Tỉnh Bình Thuận, Việt Nam",090616,CHI NHÁNH BÌNH THUẬN - CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,11000,00205,Miền Đông Nam Bộ,00452,Miền Đông NB 7,Bình Thuận,11.149402,107.506824,D
30735,QNM 175 Điện Biên Phủ,A,"175 – 177 Điện Biên Phủ, Thị trấn Nam Phước, H. Duy Xuyên, Tỉnh Quảng Nam, Việt Nam",090755,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI QUẢNG NAM,11000,00005,Miền Trung,00395,Miền Trung-KV7,Quảng Nam,15.841075,108.283537,D
30736,DAG 826 Ngô Quyền,A,"826 Ngô Quyền, P. An Hải Bắc, Q. Sơn Trà, TP. Đà Nẵng, Việt Nam",090704,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI ĐÀ NẴNG,11000,00005,Miền Trung,00182,Miền Trung-KV4,Đà Nẵng,16.078694,108.232548,B
31260,BDG 416/23 DT 746 -Bình Chuẩn,A,"416/23 đường DT 746, Khu phố Bình Quới B, P. Bình Chuẩn, Thị xã Thuận An, Bình Dương, Việt Nam",090811,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI BÌNH DƯƠNG,11000,00205,Miền Đông Nam Bộ,00265,Miền Đông NB 5,Bình Dương,10.988304,106.707900,D
